r	n	accum	mflops
1	7738000	0.080609	191.988283
1	7739000	0.080725	191.736494
1	7740000	0.080607	192.044061
1	7741000	0.080664	191.932341
1	7742000	0.080694	191.885028
1	7743000	0.080690	191.919614
1	7744000	0.080671	191.988770
1	7745000	0.080691	191.966860
1	7746000	0.080666	192.052319
1	7747000	0.080701	191.993502
1	7748000	0.080756	191.887752
1	7749000	0.080694	192.058525
1	7750000	0.080744	191.964348
1	7751000	0.080731	192.019679
1	7752000	0.080739	192.025680
1	7753000	0.080799	191.909012
1	7754000	0.080790	191.953842
1	7755000	0.080795	191.966814
1	7756000	0.080766	192.061465
1	7757000	0.080809	191.982801
1	7758000	0.080795	192.042238
1	7759000	0.080827	191.991481
1	7760000	0.080840	191.983710
1	7761000	0.080867	191.944437
1	7762000	0.080868	191.968177
1	7763000	0.080859	192.012142
1	7764000	0.080885	191.977347
1	7765000	0.080900	191.965112
1	7766000	0.080958	191.853689
1	7767000	0.080894	192.029642
1	7768000	0.080962	191.892666
1	7769000	0.080972	191.893532
1	7770000	0.081008	191.831861
1	7771000	0.080944	192.008351
1	7772000	0.081008	191.882560
1	7773000	0.081031	191.852996
1	7774000	0.081079	191.763962
1	7775000	0.081020	191.927341
1	7776000	0.081010	191.975361
1	7777000	0.081016	191.986145
1	7778000	0.081109	191.790766
1	7779000	0.081037	191.986858
1	7780000	0.081055	191.967528
1	7781000	0.081084	191.925392
1	7782000	0.081099	191.914354
1	7783000	0.081054	192.045857
1	7784000	0.081106	191.946484
1	7785000	0.081156	191.853184
1	7786000	0.081108	191.990346
1	7787000	0.081128	191.967398
1	7788000	0.081139	191.967425
1	7789000	0.081205	191.836031
1	7790000	0.081184	191.910176
1	7791000	0.081188	191.925071
1	7792000	0.081139	192.064533
1	7793000	0.081195	191.956503
1	7794000	0.081228	191.904378
1	7795000	0.081234	191.914314
1	7796000	0.081188	192.047911
1	7797000	0.081214	192.011922
1	7798000	0.081242	191.970843
1	7799000	0.081258	191.957510
1	7800000	0.081274	191.942198
1	7801000	0.081265	191.990232
1	7802000	0.081276	191.987287
1	7803000	0.081303	191.948391
1	7804000	0.081316	191.943312
1	7805000	0.081339	191.912028
1	7806000	0.081330	191.958538
1	7807000	0.081314	192.019902
1	7808000	0.081319	192.034107
1	7809000	0.081332	192.026706
1	7810000	0.081396	191.900513
1	7811000	0.081429	191.847552
1	7812000	0.081374	192.003037
1	7813000	0.081438	191.876434
1	7814000	0.081417	191.950544
1	7815000	0.081523	191.724788
1	7816000	0.081502	191.798449
1	7817000	0.081479	191.876593
1	7818000	0.081454	191.960374
1	7819000	0.081503	191.869605
1	7820000	0.081476	191.957800
1	7821000	0.081526	191.865082
1	7822000	0.081520	191.904903
1	7823000	0.081585	191.775978
1	7824000	0.081574	191.825288
1	7825000	0.081617	191.749005
1	7826000	0.081572	191.878757
1	7827000	0.081626	191.776517
1	7828000	0.081542	191.999467
1	7829000	0.081589	191.912055
1	7830000	0.081559	192.008230
1	7831000	0.081585	191.970775
1	7832000	0.081597	191.967190
1	7833000	0.081811	191.489344
1	7834000	0.081835	191.459197
1	7835000	0.081832	191.490502
1	7836000	0.081867	191.432925
1	7837000	0.081858	191.477609
1	7838000	0.081642	192.008580
1	7839000	0.081669	191.969029
1	7840000	0.081666	192.000580
1	7841000	0.081731	191.873120
1	7842000	0.081705	191.957955
1	7843000	0.081892	191.544941
1	7844000	0.081959	191.412810
1	7845000	0.081940	191.480941
1	7846000	0.081991	191.387571
1	7847000	0.082006	191.377240
1	7848000	0.081957	191.514500
1	7849000	0.081811	191.881796
1	7850000	0.081860	191.789993
1	7851000	0.081910	191.697812
1	7852000	0.081921	191.696242
1	7853000	0.081886	191.803232
1	7854000	0.081852	191.908025
1	7855000	0.081830	191.983078
1	7856000	0.081902	191.839692
1	7857000	0.081872	191.934163
1	7858000	0.081817	192.087221
1	7859000	0.081881	191.961240
1	7860000	0.081919	191.896949
1	7861000	0.081912	191.937237
1	7862000	0.081976	191.812006
1	7863000	0.081926	191.954809
1	7864000	0.081996	191.815044
1	7865000	0.081981	191.872940
1	7866000	0.081925	192.029028
1	7867000	0.081983	191.917642
1	7868000	0.082085	191.704091
1	7869000	0.082005	191.915913
1	7870000	0.081994	191.966137
1	7871000	0.082020	191.929549
1	7872000	0.082112	191.737764
1	7873000	0.082046	191.917523
1	7874000	0.082078	191.865787
1	7875000	0.082035	191.991443
1	7876000	0.082365	191.245362
1	7877000	0.082050	192.004079
1	7878000	0.082103	191.906267
1	7879000	0.082063	192.022427
1	7880000	0.082143	191.861307
1	7881000	0.082139	191.894298
1	7882000	0.082207	191.760325
1	7883000	0.082170	191.869746
1	7884000	0.082185	191.859516
1	7885000	0.082153	191.957747
1	7886000	0.082181	191.917971
1	7887000	0.082154	192.005946
1	7888000	0.082223	191.867503
1	7889000	0.082178	191.998975
1	7890000	0.082216	191.933759
1	7891000	0.082222	191.944714
1	7892000	0.082239	191.928282
1	7893000	0.082258	191.908922
1	7894000	0.082265	191.916289
1	7895000	0.082356	191.727529
1	7896000	0.082419	191.606063
1	7897000	0.082562	191.299305
1	7898000	0.082469	191.538869
1	7899000	0.082584	191.297103
1	7900000	0.082491	191.535626
1	7901000	0.082357	191.871774
1	7902000	0.082350	191.911846
1	7903000	0.082399	191.821601
1	7904000	0.082336	191.992660
1	7905000	0.082407	191.852748
1	7906000	0.082594	191.442505
1	7907000	0.082676	191.276509
1	7908000	0.082604	191.466648
1	7909000	0.082630	191.430815
1	7910000	0.082631	191.454370
1	7911000	0.082431	191.942403
1	7912000	0.082453	191.915448
1	7913000	0.082509	191.809402
1	7914000	0.082463	191.941522
1	7915000	0.082484	191.915061
1	7916000	0.082454	192.011008
1	7917000	0.082475	191.985664
1	7918000	0.082414	192.152621
1	7919000	0.082510	191.953377
1	7920000	0.082494	192.014835
1	7921000	0.082544	191.921928
1	7922000	0.082478	192.099104
1	7923000	0.082545	191.967787
1	7924000	0.082593	191.881130
1	7925000	0.082955	191.067769
1	7926000	0.082565	191.993040
1	7927000	0.082647	191.827089
1	7928000	0.082600	191.960785
1	7929000	0.082859	191.385118
1	7930000	0.082874	191.374251
1	7931000	0.082830	191.499894
1	7932000	0.082620	192.011529
1	7933000	0.082540	192.221790
1	7934000	0.082857	191.511456
1	7935000	0.082827	191.604071
1	7936000	0.082667	191.999451
1	7937000	0.082854	191.590329
1	7938000	0.082906	191.495016
1	7939000	0.082930	191.462204
1	7940000	0.082697	192.026139
1	7941000	0.082885	191.615975
1	7942000	0.082948	191.493752
1	7943000	0.082958	191.493355
1	7944000	0.082895	191.664787
1	7945000	0.082881	191.720410
1	7946000	0.082996	191.478630
1	7947000	0.082711	192.162974
1	7948000	0.082960	191.609380
1	7949000	0.082986	191.574621
1	7950000	0.082866	191.875990
1	7951000	0.082716	192.248333
1	7952000	0.082869	191.916984
1	7953000	0.083113	191.378365
1	7954000	0.083029	191.596762
1	7955000	0.082837	192.064816
1	7956000	0.083073	191.542302
1	7957000	0.082981	191.778078
1	7958000	0.082779	192.269853
1	7959000	0.083139	191.463059
1	7960000	0.083161	191.436617
1	7961000	0.083020	191.785706
1	7962000	0.083120	191.578681
1	7963000	0.083301	191.185707
1	7964000	0.083174	191.501457
1	7965000	0.083163	191.551234
1	7966000	0.083442	190.933888
1	7967000	0.083422	191.004059
1	7968000	0.083050	191.884927
1	7969000	0.082927	192.193634
1	7970000	0.083070	191.886777
1	7971000	0.082950	192.188132
1	7972000	0.082999	192.097892
1	7973000	0.083242	191.562803
1	7974000	0.083257	191.550670
1	7975000	0.083351	191.358305
1	7976000	0.083045	192.087757
1	7977000	0.083330	191.455543
1	7978000	0.083328	191.485321
1	7979000	0.083359	191.436796
1	7980000	0.083292	191.614109
1	7981000	0.083256	191.722521
1	7982000	0.083068	192.180861
1	7983000	0.083392	191.458337
1	7984000	0.083254	191.797966
1	7985000	0.083335	191.636147
1	7986000	0.083365	191.590299
1	7987000	0.083447	191.427135
1	7988000	0.083408	191.541517
1	7989000	0.083462	191.440620
1	7990000	0.083445	191.503686
1	7991000	0.083536	191.318523
1	7992000	0.083357	191.754324
1	7993000	0.083505	191.436992
1	7994000	0.083483	191.511395
1	7995000	0.083332	191.883540
1	7996000	0.083407	191.734470
1	7997000	0.083518	191.504442
1	7998000	0.083526	191.508690
1	7999000	0.083388	191.850264
1	8000000	0.083247	192.199100
1	8001000	0.083424	191.814210
1	8002000	0.083318	192.083581
1	8003000	0.083458	191.784288
1	8004000	0.083588	191.511598
1	8005000	0.083589	191.532805
1	8006000	0.083534	191.682456
1	8007000	0.083553	191.662811
1	8008000	0.083662	191.436476
1	8009000	0.083388	192.088980
1	8010000	0.083682	191.439381
1	8011000	0.083667	191.496522
1	8012000	0.083531	191.833810
1	8013000	0.083723	191.416662
1	8014000	0.083944	190.937545
1	8015000	0.083866	191.138689
1	8016000	0.083977	190.909113
1	8017000	0.083959	190.974700
1	8018000	0.083697	191.595720
1	8019000	0.083645	191.738172
1	8020000	0.083743	191.537862
1	8021000	0.083800	191.431789
1	8022000	0.083754	191.561984
1	8023000	0.083590	191.959636
1	8024000	0.083824	191.448818
1	8025000	0.083826	191.466933
1	8026000	0.083825	191.494303
1	8027000	0.083826	191.516086
1	8028000	0.083539	192.196816
1	8029000	0.083836	191.539708
1	8030000	0.083833	191.571544
1	8031000	0.083862	191.529977
1	8032000	0.083820	191.648156
1	8033000	0.083600	192.177863
1	8034000	0.083712	191.944575
1	8035000	0.083854	191.641972
1	8036000	0.083986	191.366333
1	8037000	0.083921	191.537163
1	8038000	0.083947	191.500752
1	8039000	0.083934	191.554699
1	8040000	0.083799	191.887168
1	8041000	0.083941	191.587528
1	8042000	0.084040	191.384756
1	8043000	0.083940	191.636297
1	8044000	0.084010	191.501427
1	8045000	0.084030	191.479860
1	8046000	0.084128	191.278861
1	8047000	0.083803	192.045750
1	8048000	0.083855	191.951075
1	8049000	0.084096	191.425191
1	8050000	0.084028	191.603485
1	8051000	0.083910	191.897001
1	8052000	0.084104	191.477931
1	8053000	0.083950	191.853331
1	8054000	0.084140	191.442030
1	8055000	0.084045	191.684097
1	8056000	0.083899	192.041114
1	8057000	0.084166	191.454379
1	8058000	0.084210	191.379205
1	8059000	0.084196	191.433279
1	8060000	0.084165	191.528527
1	8061000	0.084177	191.524478
1	8062000	0.083951	192.063750
1	8063000	0.084222	191.470324
1	8064000	0.083965	192.078958
1	8065000	0.084124	191.740262
1	8066000	0.084043	191.948574
1	8067000	0.084339	191.299276
1	8068000	0.084317	191.373548
1	8069000	0.084365	191.288094
1	8070000	0.084397	191.239449
1	8071000	0.084247	191.603257
1	8072000	0.084562	190.913991
1	8073000	0.084527	191.015262
1	8074000	0.084528	191.037818
1	8075000	0.084469	191.193864
1	8076000	0.084364	191.455627
1	8077000	0.084395	191.410560
1	8078000	0.084228	191.812371
1	8079000	0.084397	191.452092
1	8080000	0.084265	191.775262
1	8081000	0.084448	191.383875
1	8082000	0.084266	191.820505
1	8083000	0.084486	191.345309
1	8084000	0.084494	191.351266
1	8085000	0.084523	191.308836
1	8086000	0.084348	191.728881
1	8087000	0.084474	191.466433
1	8088000	0.084339	191.796950
1	8089000	0.084369	191.753179
1	8090000	0.084363	191.789108
1	8091000	0.084356	191.829489
1	8092000	0.084342	191.885767
1	8093000	0.084339	191.916948
1	8094000	0.084355	191.902363
1	8095000	0.084394	191.838717
1	8096000	0.084381	191.891951
1	8097000	0.084403	191.865470
1	8098000	0.084623	191.389821
1	8099000	0.084404	191.910322
1	8100000	0.084398	191.948789
1	8101000	0.084511	191.714997
1	8102000	0.084425	191.933603
1	8103000	0.084444	191.913316
1	8104000	0.084393	192.053113
1	8105000	0.084467	191.909260
1	8106000	0.084464	191.940236
1	8107000	0.084495	191.893148
1	8108000	0.084481	191.947438
1	8109000	0.084495	191.940645
1	8110000	0.084571	191.790882
1	8111000	0.084563	191.833385
1	8112000	0.084604	191.765016
1	8113000	0.084613	191.767286
1	8114000	0.084696	191.602719
1	8115000	0.084636	191.762957
1	8116000	0.084806	191.401044
1	8117000	0.084816	191.403346
1	8118000	0.084892	191.253692
1	8119000	0.084843	191.389360
1	8120000	0.084879	191.331505
1	8121000	0.084654	191.864367
1	8122000	0.084679	191.831332
1	8123000	0.084654	191.910036
1	8124000	0.084633	191.982130
1	8125000	0.084701	191.852031
1	8126000	0.084769	191.720243
1	8127000	0.084743	191.802464
1	8128000	0.084761	191.786233
1	8129000	0.084740	191.858519
1	8130000	0.084745	191.869786
1	8131000	0.084715	191.961096
1	8132000	0.084783	191.830667
1	8133000	0.084751	191.927145
1	8134000	0.084760	191.931288
1	8135000	0.084795	191.874722
1	8136000	0.084827	191.826421
1	8137000	0.084822	191.859634
1	8138000	0.084836	191.852251
1	8139000	0.084818	191.915957
1	8140000	0.084867	191.829123
1	8141000	0.084865	191.858375
1	8142000	0.084866	191.877994
1	8143000	0.084860	191.916249
1	8144000	0.084887	191.878387
1	8145000	0.084935	191.794483
1	8146000	0.084976	191.725171
1	8147000	0.084977	191.746187
1	8148000	0.084952	191.826797
1	8149000	0.085001	191.739365
1	8150000	0.084976	191.819476
1	8151000	0.084979	191.835914
1	8152000	0.084976	191.865602
1	8153000	0.084957	191.932360
1	8154000	0.084965	191.938385
1	8155000	0.085052	191.764571
1	8156000	0.084976	191.959902
1	8157000	0.085021	191.880929
1	8158000	0.085020	191.908394
1	8159000	0.085070	191.817835
1	8160000	0.085085	191.807173
1	8161000	0.085045	191.921262
1	8162000	0.085036	191.966379
1	8163000	0.085134	191.767974
1	8164000	0.085080	191.913013
1	8165000	0.085058	191.986635
1	8166000	0.085068	191.987133
1	8167000	0.085147	191.832831
1	8168000	0.085119	191.918973
1	8169000	0.085141	191.892715
1	8170000	0.085131	191.938877
1	8171000	0.085150	191.920015
1	8172000	0.085126	191.997835
1	8173000	0.085174	191.912843
1	8174000	0.085163	191.962299
1	8175000	0.085204	191.893089
1	8176000	0.085217	191.886048
1	8177000	0.085268	191.794296
1	8178000	0.085234	191.895557
1	8179000	0.085284	191.805231
1	8180000	0.085297	191.800408
1	8181000	0.085279	191.863759
1	8182000	0.085252	191.947892
1	8183000	0.085258	191.959087
1	8184000	0.085271	191.953454
1	8185000	0.085263	191.994363
1	8186000	0.085242	192.065019
1	8187000	0.085330	191.891165
1	8188000	0.085354	191.859642
1	8189000	0.085325	191.947627
1	8190000	0.085291	192.048250
1	8191000	0.085539	191.515756
1	8192000	0.085574	191.460972
1	8193000	0.085564	191.504977
1	8194000	0.085619	191.406486
1	8195000	0.085613	191.442338
1	8196000	0.085616	191.459764
1	8197000	0.085375	192.022763
1	8198000	0.085413	191.961703
1	8199000	0.085421	191.966914
1	8200000	0.085467	191.887405
1	8201000	0.085471	191.901396
1	8202000	0.085491	191.879483
1	8203000	0.085475	191.938312
1	8204000	0.085534	191.830829
1	8205000	0.085495	191.940885
1	8206000	0.085549	191.843446
1	8207000	0.085493	191.991747
1	8208000	0.085590	191.798446
1	8209000	0.085495	192.034456
1	8210000	0.085575	191.878218
1	8211000	0.085636	191.764957
1	8212000	0.085602	191.865142
1	8213000	0.085570	191.959142
1	8214000	0.085576	191.969509
1	8215000	0.085621	191.892649
1	8216000	0.085822	191.466519
1	8217000	0.085840	191.448378
1	8218000	0.085844	191.462800
1	8219000	0.085867	191.434703
1	8220000	0.085882	191.426543
1	8221000	0.085822	191.581480
1	8222000	0.085716	191.843649
1	8223000	0.085656	191.999960
1	8224000	0.085635	192.070604
1	8225000	0.085685	191.982635
1	8226000	0.085850	191.636712
1	8227000	0.085727	191.934041
1	8228000	0.085729	191.952678
1	8229000	0.085737	191.958806
1	8230000	0.085781	191.883970
1	8231000	0.085781	191.906505
1	8232000	0.085788	191.915758
1	8233000	0.085765	191.989242
1	8234000	0.085784	191.969573
1	8235000	0.085810	191.934757
1	8236000	0.085804	191.973219
1	8237000	0.085890	191.804186
1	8238000	0.085851	191.914865
1	8239000	0.085906	191.815039
1	8240000	0.085822	192.025037
1	8241000	0.085963	191.734558
1	8242000	0.085976	191.728540
1	8243000	0.085916	191.884452
1	8244000	0.085927	191.884646
1	8245000	0.085955	191.844300
1	8246000	0.085942	191.896099
1	8247000	0.085973	191.850618
1	8248000	0.085929	191.972442
1	8249000	0.085999	191.839170
1	8250000	0.086005	191.849338
1	8251000	0.086014	191.851559
1	8252000	0.086023	191.856117
1	8253000	0.086048	191.822522
1	8254000	0.086008	191.935342
1	8255000	0.086040	191.886450
1	8256000	0.086263	191.414510
1	8257000	0.086300	191.355272
1	8258000	0.086290	191.401990
1	8259000	0.086291	191.422537
1	8260000	0.086302	191.420616
1	8261000	0.086419	191.183862
1	8262000	0.086328	191.409495
1	8263000	0.086321	191.447995
1	8264000	0.086342	191.425165
1	8265000	0.086312	191.514632
1	8266000	0.086160	191.876095
1	8267000	0.086164	191.888987
1	8268000	0.086173	191.893843
1	8269000	0.086146	191.975556
1	8270000	0.086167	191.952399
1	8271000	0.086195	191.913232
1	8272000	0.086188	191.952921
1	8273000	0.086251	191.836531
1	8274000	0.086191	191.992018
1	8275000	0.086298	191.777928
1	8276000	0.086265	191.874086
1	8277000	0.086239	191.955087
1	8278000	0.086356	191.718981
1	8279000	0.086273	191.925307
1	8280000	0.086282	191.928133
1	8281000	0.086301	191.908751
1	8282000	0.086359	191.803090
1	8283000	0.086339	191.870474
1	8284000	0.086382	191.800237
1	8285000	0.086343	191.908730
1	8286000	0.086411	191.781882
1	8287000	0.086351	191.938600
1	8288000	0.086376	191.904175
1	8289000	0.086394	191.888852
1	8290000	0.086457	191.772009
1	8291000	0.086437	191.840084
1	8292000	0.086430	191.876710
1	8293000	0.086472	191.807626
1	8294000	0.086484	191.805351
1	8295000	0.086475	191.847843
1	8296000	0.086497	191.821396
1	8297000	0.086460	191.926030
1	8298000	0.086552	191.745949
1	8299000	0.086519	191.842740
1	8300000	0.086423	192.078438
1	8301000	0.086774	191.324630
1	8302000	0.086751	191.397591
1	8303000	0.086757	191.407237
1	8304000	0.086761	191.423510
1	8305000	0.086818	191.319658
1	8306000	0.086581	191.866401
1	8307000	0.086567	191.920928
1	8308000	0.086556	191.967884
1	8309000	0.086611	191.869610
1	8310000	0.086680	191.739168
1	8311000	0.086621	191.894287
1	8312000	0.086618	191.924183
1	8313000	0.086590	192.008739
1	8314000	0.086629	191.945601
1	8315000	0.086680	191.854690
1	8316000	0.086637	191.973202
1	8317000	0.086636	191.998608
1	8318000	0.086663	191.962426
1	8319000	0.086702	191.897660
1	8320000	0.086862	191.568887
1	8321000	0.086960	191.375715
1	8322000	0.086981	191.352150
1	8323000	0.087007	191.318918
1	8324000	0.086963	191.437489
1	8325000	0.086991	191.399612
1	8326000	0.086840	191.754064
1	8327000	0.086865	191.723283
1	8328000	0.086929	191.605500
1	8329000	0.086815	191.879330
1	8330000	0.086788	191.962905
1	8331000	0.086864	191.816767
1	8332000	0.086806	191.968983
1	8333000	0.086863	191.864669
1	8334000	0.086858	191.900498
1	8335000	0.086911	191.806156
1	8336000	0.086921	191.806973
1	8337000	0.086934	191.800083
1	8338000	0.086897	191.906190
1	8339000	0.086959	191.792165
1	8340000	0.087034	191.650005
1	8341000	0.086993	191.763003
1	8342000	0.086963	191.851301
1	8343000	0.086983	191.830394
1	8344000	0.086997	191.822274
1	8345000	0.087008	191.821239
1	8346000	0.087005	191.850540
1	8347000	0.086965	191.961670
1	8348000	0.087018	191.867560
1	8349000	0.087022	191.881763
1	8350000	0.087086	191.763771
1	8351000	0.086992	191.995527
1	8352000	0.087032	191.928993
1	8353000	0.087056	191.898689
1	8354000	0.087112	191.799794
1	8355000	0.087312	191.382227
1	8356000	0.087292	191.449544
1	8357000	0.087338	191.372012
1	8358000	0.087319	191.435326
1	8359000	0.087345	191.402964
1	8360000	0.087382	191.343854
1	8361000	0.087389	191.350377
1	8362000	0.087355	191.448544
1	8363000	0.087331	191.523655
1	8364000	0.087412	191.369786
1	8365000	0.087371	191.482933
1	8366000	0.087458	191.315423
1	8367000	0.087447	191.361979
1	8368000	0.087460	191.356576
1	8369000	0.087444	191.413377
1	8370000	0.087247	191.869477
1	8371000	0.087211	191.970314
1	8372000	0.087326	191.742185
1	8373000	0.087316	191.786716
1	8374000	0.087359	191.715619
1	8375000	0.087477	191.477966
1	8376000	0.087578	191.280304
1	8377000	0.087526	191.417781
1	8378000	0.087663	191.141534
1	8379000	0.087698	191.088228
1	8380000	0.087616	191.290188
1	8381000	0.087543	191.470988
1	8382000	0.087553	191.472598
1	8383000	0.087640	191.306058
1	8384000	0.087760	191.065766
1	8385000	0.087613	191.409968
1	8386000	0.087628	191.400909
1	8387000	0.087632	191.414731
1	8388000	0.087768	191.139734
1	8389000	0.087730	191.244852
1	8390000	0.087704	191.326139
1	8391000	0.087660	191.443769
1	8392000	0.087724	191.328324
1	8393000	0.087709	191.382358
1	8394000	0.087444	191.984863
1	8395000	0.087481	191.927103
1	8396000	0.087552	191.795005
1	8397000	0.087560	191.800406
1	8398000	0.087577	191.786535
1	8399000	0.087509	191.958322
1	8400000	0.087596	191.788925
1	8401000	0.087511	191.999435
1	8402000	0.087629	191.762421
1	8403000	0.087603	191.841663
1	8404000	0.087608	191.855470
1	8405000	0.087613	191.866981
1	8406000	0.087632	191.848362
1	8407000	0.087675	191.776117
1	8408000	0.087728	191.682421
1	8409000	0.087687	191.795003
1	8410000	0.087702	191.785733
1	8411000	0.087634	191.957275
1	8412000	0.087663	191.917694
1	8413000	0.087739	191.773664
1	8414000	0.087730	191.816461
1	8415000	0.087698	191.908313
1	8416000	0.087716	191.891232
1	8417000	0.087808	191.712693
1	8418000	0.087710	191.950283
1	8419000	0.087766	191.851942
1	8420000	0.087772	191.859766
1	8421000	0.087824	191.770550
1	8422000	0.087796	191.854199
1	8423000	0.087834	191.793218
1	8424000	0.087801	191.887852
1	8425000	0.087830	191.848216
1	8426000	0.087801	191.933410
1	8427000	0.087825	191.904744
1	8428000	0.088089	191.352158
1	8429000	0.088099	191.352558
1	8430000	0.088096	191.381785
1	8431000	0.088083	191.432717
1	8432000	0.088132	191.349522
1	8433000	0.087917	191.839850
1	8434000	0.087926	191.844158
1	8435000	0.087939	191.838562
1	8436000	0.087918	191.907029
1	8437000	0.087979	191.796764
1	8438000	0.087917	191.953899
1	8439000	0.087933	191.942033
1	8440000	0.087924	191.985060
1	8441000	0.087956	191.936149
1	8442000	0.087987	191.890928
1	8443000	0.087999	191.887460
1	8444000	0.087987	191.937306
1	8445000	0.088027	191.873678
1	8446000	0.088065	191.813155
1	8447000	0.088080	191.803159
1	8448000	0.088046	191.898599
1	8449000	0.088017	191.986038
1	8450000	0.088148	191.721991
1	8451000	0.088100	191.850479
1	8452000	0.088081	191.914864
1	8453000	0.088102	191.891925
1	8454000	0.088139	191.833419
1	8455000	0.088147	191.839541
1	8456000	0.088153	191.847332
1	8457000	0.088127	191.928260
1	8458000	0.088215	191.759619
1	8459000	0.088173	191.871919
1	8460000	0.088178	191.884571
1	8461000	0.088166	191.933248
1	8462000	0.088260	191.751478
1	8463000	0.088199	191.907471
1	8464000	0.088191	191.947475
1	8465000	0.088191	191.969088
1	8466000	0.088320	191.711045
1	8467000	0.088333	191.706707
1	8468000	0.088323	191.750423
1	8469000	0.088333	191.752596
1	8470000	0.088360	191.715971
1	8471000	0.088423	191.601997
1	8472000	0.088299	191.894107
1	8473000	0.088341	191.824661
1	8474000	0.088324	191.884921
1	8475000	0.088326	191.902255
1	8476000	0.088320	191.937343
1	8477000	0.088431	191.719539
1	8478000	0.088402	191.805778
1	8479000	0.088423	191.783401
1	8480000	0.088422	191.808141
1	8481000	0.088434	191.804096
1	8482000	0.088380	191.942980
1	8483000	0.088412	191.897522
1	8484000	0.088391	191.964878
1	8485000	0.088467	191.822599
1	8486000	0.088431	191.924452
1	8487000	0.088447	191.911295
1	8488000	0.088462	191.902237
1	8489000	0.088492	191.859862
1	8490000	0.088493	191.878526
1	8491000	0.088504	191.877806
1	8492000	0.088489	191.933270
1	8493000	0.088540	191.844883
1	8494000	0.088560	191.825105
1	8495000	0.088576	191.813198
1	8496000	0.088528	191.938389
1	8497000	0.088564	191.884533
1	8498000	0.088567	191.899699
1	8499000	0.088669	191.701722
1	8500000	0.088594	191.885698
1	8501000	0.088818	191.424166
1	8502000	0.088815	191.454364
1	8503000	0.088923	191.243626
1	8504000	0.088868	191.385923
1	8505000	0.088940	191.253310
1	8506000	0.088863	191.440111
1	8507000	0.088962	191.250227
1	8508000	0.088876	191.456986
1	8509000	0.088943	191.335897
1	8510000	0.088980	191.279227
1	8511000	0.088744	191.809074
1	8512000	0.088671	191.989656
1	8513000	0.088703	191.942966
1	8514000	0.088743	191.880457
1	8515000	0.088734	191.922326
1	8516000	0.088742	191.927798
1	8517000	0.088720	191.996875
1	8518000	0.088787	191.875468
1	8519000	0.088805	191.858908
1	8520000	0.088810	191.869356
1	8521000	0.088880	191.742746
1	8522000	0.088838	191.854046
1	8523000	0.088807	191.944314
1	8524000	0.088806	191.968343
1	8525000	0.088837	191.925206
1	8526000	0.088828	191.967037
1	8527000	0.088865	191.908223
1	8528000	0.088879	191.900714
1	8529000	0.088934	191.806108
1	8530000	0.088909	191.881939
1	8531000	0.088890	191.944693
1	8532000	0.088948	191.841933
1	8533000	0.089024	191.701704
1	8534000	0.088956	191.869428
1	8535000	0.088876	192.065174
1	8536000	0.089001	191.818309
1	8537000	0.088975	191.896048
1	8538000	0.089014	191.834050
1	8539000	0.089038	191.805050
1	8540000	0.089082	191.733814
1	8541000	0.089028	191.872851
1	8542000	0.089102	191.736027
1	8543000	0.089094	191.775457
1	8544000	0.089082	191.822866
1	8545000	0.088988	192.049342
1	8546000	0.089081	191.869424
1	8547000	0.089068	191.921368
1	8548000	0.089114	191.843935
1	8549000	0.089362	191.334486
1	8550000	0.089314	191.459369
1	8551000	0.089398	191.302698
1	8552000	0.089468	191.173923
1	8553000	0.089300	191.555757
1	8554000	0.089136	191.931512
1	8555000	0.089136	191.953046
1	8556000	0.089284	191.658320
1	8557000	0.089196	191.869836
1	8558000	0.089193	191.898719
1	8559000	0.089215	191.874566
1	8560000	0.089270	191.777325
1	8561000	0.089225	191.896716
1	8562000	0.089237	191.893899
1	8563000	0.089229	191.933888
1	8564000	0.089257	191.894718
1	8565000	0.089217	192.004412
1	8566000	0.089232	191.994667
1	8567000	0.089280	191.912233
1	8568000	0.089276	191.944393
1	8569000	0.089284	191.950279
1	8570000	0.089285	191.969375
1	8571000	0.089349	191.855356
1	8572000	0.089318	191.942409
1	8573000	0.089275	192.057460
1	8574000	0.089327	191.969478
1	8575000	0.089393	191.849667
1	8576000	0.089386	191.887182
1	8577000	0.089405	191.868779
1	8578000	0.089403	191.894446
1	8579000	0.089432	191.855818
1	8580000	0.089425	191.893469
1	8581000	0.089434	191.895449
1	8582000	0.089456	191.870012
1	8583000	0.089448	191.910800
1	8584000	0.089427	191.978579
1	8585000	0.089532	191.775530
1	8586000	0.089519	191.824505
1	8587000	0.089528	191.828589
1	8588000	0.089518	191.871284
1	8589000	0.089574	191.774377
1	8590000	0.089631	191.674604
1	8591000	0.089629	191.700652
1	8592000	0.089515	191.967391
1	8593000	0.089654	191.692252
1	8594000	0.089614	191.800027
1	8595000	0.089604	191.844174
1	8596000	0.089600	191.876066
1	8597000	0.089622	191.850384
1	8598000	0.089574	191.974731
1	8599000	0.089586	191.972658
1	8600000	0.089590	191.985406
1	8601000	0.089607	191.971061
1	8602000	0.089641	191.922030
1	8603000	0.089657	191.908904
1	8604000	0.089652	191.943174
1	8605000	0.089700	191.860707
1	8606000	0.089832	191.601940
1	8607000	0.089969	191.333387
1	8608000	0.089975	191.341803
1	8609000	0.089962	191.391813
1	8610000	0.089982	191.370659
1	8611000	0.089803	191.774538
